symbol,shortName,exchange,sector,industry,eodprice,regularMarketPrice,pct_1w,pct_1m,rel_volume,revenueGrowth,earningsQuarterlyGrowth,pegRatio,trailingPE
WSBC,"WesBanco, Inc.",NMS,,,,34.39,,,,,,,
WS,"Worthington Steel, Inc.",NYQ,,,,41.52,,,,,,,
WRLD,World Acceptance Corporation,NMS,,,,167.3,,,,,,,
WRBY,Warby Parker Inc.,NYQ,,,,22.72,,,,,,,
WRB,W.R. Berkley Corporation,NYQ,,,,68.57,,,,,,,
WPP,WPP plc,NYQ,,,,17.7,,,,,,,
WPM,Wheaton Precious Metals Corp,NYQ,,,,116.23,,,,,,,
WPC,W. P. Carey Inc. REIT,NYQ,,,,74.49,,,,,,,
WOR,"Worthington Enterprises, Inc.",NYQ,,,,57.31,,,,,,,
WOOF,Petco Health and Wellness Compa,NMS,,,,2.83,,,,,,,
WOLF,"Wolfspeed, Inc.",NYQ,,,,55.06,,,,,,,
WMT,Walmart Inc.,NMS,,,,118.88,,,,,,,
WMS,"Advanced Drainage Systems, Inc.",NYQ,,,,130.15,,,,,,,
WMK,"Weis Markets, Inc.",NYQ,,,,78.22,,,,,,,
WMG,Warner Music Group Corp.,NMS,,,,29.93,,,,,,,
WMB,"Williams Companies, Inc. (The)",NYQ,,,,71.96,,,,,,,
WM,"Waste Management, Inc.",NYQ,,,,220.4,,,,,,,
WLY,"John Wiley & Sons, Inc.",NYQ,,,,44.16,,,,,,,
WLTH,Wealthfront Corporation,NMS,,,,9.85,,,,,,,
WLK,Westlake Corporation,NYQ,,,,84.64,,,,,,,
WKC,World Kinect Corporation,NYQ,,,,29.83,,,,,,,
WK,Workiva Inc.,NYQ,,,,49.13,,,,,,,
WIX,Wix.com Ltd.,NMS,,,,52.39,,,,,,,
WIW,Western Asset Inflation-Linked ,NYQ,,,,8.46,,,,,,,
WIT,Wipro Limited,NYQ,,,,2.1,,,,,,,
WING,Wingstop Inc.,NMS,,,,142.23,,,,,,,
WHR,Whirlpool Corporation,NYQ,,,,39.47,,,,,,,
WHD,"Cactus, Inc. Class A Common Sto",NYQ,,,,56.62,,,,,,,
WH,"Wyndham Hotels & Resorts, Inc.",NYQ,,,,81.96,,,,,,,
WGS,GeneDx Holdings Corp.,NMS,,,,52.21,,,,,,,
WGO,"Winnebago Industries, Inc.",NYQ,,,,27.7,,,,,,,
WFRD,Weatherford International plc,NMS,,,,97.17,,,,,,,
WFG,West Fraser Timber Co. Ltd,NYQ,,,,66.0,,,,,,,
WFC,Wells Fargo & Company,NYQ,,,,81.94,,,,,,,
WF,Woori Financial Group Inc.,NYQ,,,,60.57,,,,,,,
WEX,WEX Inc.,NYQ,,,,148.21,,,,,,,
WES,"Western Midstream Partners, LP",NYQ,,,,44.37,,,,,,,
WERN,"Werner Enterprises, Inc.",NMS,,,,43.46,,,,,,,
WEN,Wendy's Company (The),NMS,,,,6.71,,,,,,,
WELL,Welltower Inc.,NYQ,,,,206.93,,,,,,,
WEC,"WEC Energy Group, Inc.",NYQ,,,,112.95,,,,,,,
WEAV,"Weave Communications, Inc.",NYQ,,,,5.69,,,,,,,
WDS,Woodside Energy Group Limited,NYQ,,,,21.33,,,,,,,
WDI,,NYQ,,,,13.22,,,,,,,
WDH,Waterdrop Inc.,NYQ,,,,1.4,,,,,,,
WDFC,WD-40 Company,NMS,,,,203.39,,,,,,,
WDC,Western Digital Corporation,NMS,,,,511.72,,,,,,,
WDAY,"Workday, Inc.",NMS,,,,144.28,,,,,,,
WD,"Walker & Dunlop, Inc",NYQ,,,,51.25,,,,,,,
WCN,"Waste Connections, Inc.",NYQ,,,,155.22,,,,,,,
WCC,"WESCO International, Inc.",NYQ,,,,354.31,,,,,,,
WBTN,WEBTOON Entertainment Inc.,NMS,,,,11.48,,,,,,,
WBS,Webster Financial Corporation,NYQ,,,,72.27,,,,,,,
WBI,WaterBridge Infrastructure LLC,NYQ,,,,29.44,,,,,,,
WBD,"Warner Bros. Discovery, Inc. - ",NMS,,,,26.24,,,,,,,
WB,Weibo Corporation,NMS,,,,7.7,,,,,,,
WAY,Waystar Holding Corp.,NMS,,,,20.0,,,,,,,
WAT,Waters Corporation,NYQ,,,,365.36,,,,,,,
WASH,"Washington Trust Bancorp, Inc.",NMS,,,,33.4,,,,,,,
WAL,Western Alliance Bancorporation,NYQ,,,,80.15,,,,,,,
WAFD,"WaFd, Inc.",NMS,,,,35.57,,,,,,,
WABC,Westamerica Bancorporation,NMS,,,,56.58,,,,,,,
WAB,Westinghouse Air Brake Technolo,NYQ,,,,260.4,,,,,,,
W,Wayfair Inc.,NYQ,,,,68.35,,,,,,,
VZ,Verizon Communications Inc.,NYQ,,,,45.37,,,,,,,
VYX,NCR Voyix Corporation,NYQ,,,,6.91,,,,,,,
VVX,"V2X, Inc.",NYQ,,,,84.94,,,,,,,
VVV,Valvoline Inc.,NYQ,,,,35.73,,,,,,,
VVR,Invesco Senior Income Trust  (D,NYQ,,,,3.01,,,,,,,
VTS,"Vitesse Energy, Inc.",NYQ,,,,17.62,,,,,,,
